,width,SRR999253,SRR999254,SRR999255
145907,390,67,46,68
145908,119,18,20,17
145909,119,18,20,17
14591,258,76,87,84
145910,988,99,97,102
145911,1135,107,101,106
145912,988,105,99,104
145913,988,105,99,104
145914,988,105,99,104
145915,988,105,99,104
145916,988,105,99,104
145917,988,105,99,104
145918,988,105,99,104
145919,988,105,99,104
14592,258,76,87,84
145920,988,105,99,104
145921,988,105,99,104
145922,988,105,99,104
145923,151,26,21,21
145924,151,26,21,21
145925,151,26,21,21
145926,151,26,21,21
145927,151,26,21,21
145928,151,26,21,21
145929,151,26,21,21
14593,258,76,87,84
145930,151,26,21,21
145931,151,26,21,21
145932,151,26,21,21
145933,151,26,21,21
145934,151,26,21,21
145935,151,26,21,21
145936,73,5,7,6
145937,73,5,7,6
145938,73,5,7,6
145939,73,5,7,6
14594,258,76,87,84
145940,73,5,7,6
145941,73,5,7,6
145942,73,5,7,6
145943,73,5,7,6
145944,73,5,7,6
145945,73,5,7,6
145946,73,5,7,6
145947,73,5,7,6
145948,73,5,7,6
145949,250,37,14,17
14595,240,85,74,83
145950,250,37,14,17
145951,250,37,14,17
145952,250,37,14,17
145953,250,37,14,17
145954,250,37,14,17
145955,250,37,14,17
145956,250,37,14,17
145957,250,37,14,17
145958,250,37,14,17
145959,250,37,14,17
14596,240,85,74,83
145960,250,37,14,17
145961,250,37,14,17
145962,270,29,25,26
145963,270,29,25,26
145964,270,29,25,26
145965,270,29,25,26
145966,270,29,25,26
145967,270,29,25,26
145968,270,29,25,26
145969,270,29,25,26
14597,240,85,74,83
145970,270,29,25,26
145971,270,29,25,26
145972,270,29,25,26
145973,270,29,25,26
145974,270,29,25,26
145975,122,14,14,9
145976,122,14,14,9
145977,227,20,18,12
145978,227,20,18,12
145979,227,20,18,12
14598,240,85,74,83
145980,227,20,18,12
145981,227,20,18,12
145982,227,20,18,12
145983,227,20,18,12
145984,227,20,18,12
145985,227,20,18,12
145986,227,20,18,12
145987,227,20,18,12
145988,160,28,17,24
145989,160,28,17,24
14599,240,85,74,83
145990,160,28,17,24
145991,160,28,17,24
145992,160,28,17,24
145993,160,28,17,24
145994,160,28,17,24
145995,160,28,17,24
145996,160,28,17,24
145997,160,28,17,24
145998,160,28,17,24
145999,160,28,17,24
146,100,8,18,12
1460,15,15,12,19
14600,240,85,74,83
146000,160,28,17,24
146001,480,23,26,25
146002,480,23,26,25
146003,480,23,26,25
146004,480,23,26,25
146005,480,23,26,25
146006,480,23,26,25
146007,480,23,26,25
146008,480,23,26,25
146009,480,23,26,25
14601,240,85,74,83
146010,480,23,26,25
146011,480,23,26,25
146012,480,23,26,25
146013,480,23,26,25
146014,450,36,58,46
146015,450,36,58,46
146016,450,36,58,46
146017,450,36,58,46
146018,450,36,58,46
146019,450,36,58,46
14602,240,85,74,83
146020,450,36,58,46
146021,450,36,58,46
146022,450,36,58,46
146023,450,36,58,46
146024,450,36,58,46
146025,450,36,58,46
146026,450,36,58,46
146027,310,36,31,31
146028,310,36,31,31
146029,310,36,31,31
14603,240,85,74,83
146030,310,36,31,31
146031,310,36,31,31
146032,310,36,31,31
146033,310,36,31,31
146034,310,36,31,31
146035,310,36,31,31
146036,310,36,31,31
146037,310,36,31,31
146038,310,36,31,31
146039,310,36,31,31
14604,240,85,74,83
146040,27,2,3,1
146041,27,2,3,1
146042,27,2,3,1
146043,27,2,3,1
146044,27,2,3,1
146045,27,2,3,1
146046,27,2,3,1
146047,27,2,3,1
146048,27,2,3,1
146049,470,36,21,28
14605,273,71,81,70
146050,470,36,21,28
146051,470,36,21,28
146052,470,36,21,28
146053,470,36,21,28
146054,470,36,21,28
146055,470,36,21,28
146056,470,36,21,28
146057,470,36,21,28
146058,470,36,21,28
146059,470,36,21,28
14606,273,71,81,70
146060,470,36,21,28
146061,470,36,21,28
146062,184,16,15,11
146063,184,16,15,11
146064,184,16,15,11
146065,184,16,15,11
146066,184,16,15,11
146067,184,16,15,11
146068,184,16,15,11
146069,184,16,15,11
14607,273,71,81,70
146070,184,16,15,11
146071,184,16,15,11
146072,184,16,15,11
146073,184,16,15,11
146074,184,16,15,11
146075,146,8,8,9
146076,146,8,8,9
146077,149,8,8,9
146078,149,8,8,9
146079,149,8,8,9
14608,273,71,81,70
146080,149,8,8,9
146081,149,8,8,9
146082,149,8,8,9
146083,149,8,8,9
146084,149,8,8,9
146085,149,8,8,9
146086,149,8,8,9
146087,149,8,8,9
146088,222,10,6,11
146089,222,10,6,11
14609,273,71,81,70
146090,222,10,6,11
146091,175,9,10,12
146092,175,9,10,12
146093,175,9,10,12
146094,175,9,10,12
146095,175,9,10,12
146096,175,9,10,12
146097,157,8,8,11
146098,157,8,8,11
146099,157,8,8,11
1461,15,15,12,19
14610,273,71,81,70
146100,157,8,8,11
146101,157,8,8,11
146102,175,3,2,4
146103,175,3,2,4
146104,518,46,33,35
146105,518,46,33,35
146106,518,46,33,35
146107,518,46,33,35
146108,518,46,33,35
146109,518,46,33,35
14611,273,71,81,70
146110,518,46,33,35
146111,518,46,33,35
146112,518,46,33,35
146113,518,46,33,35
146114,518,46,33,35
146115,518,46,33,35
146116,518,46,33,35
146117,207,25,15,29
146118,207,25,15,29
146119,207,25,15,29
14612,273,71,81,70
146120,207,25,15,29
146121,207,25,15,29
146122,207,25,15,29
146123,207,25,15,29
146124,207,25,15,29
146125,207,25,15,29
146126,207,25,15,29
146127,207,25,15,29
146128,207,25,15,29
146129,207,25,15,29
14613,273,71,81,70
146130,60,0,0,0
146131,240,0,3,0
146132,804,16,24,16
146133,804,16,24,16
146134,187,13,17,11
146135,187,13,17,11
146136,187,13,17,11
146137,187,13,17,11
146138,187,13,17,11
146139,187,13,17,11
14614,273,71,81,70
146140,187,13,17,11
146141,187,13,17,11
146142,187,13,17,11
146143,188,0,0,0
146144,139,0,0,0
146145,839,1,0,0
146146,47,0,0,0
146147,382,74,66,51
146148,273,0,0,0
146149,110,0,0,0
14615,168,30,27,35
146150,110,0,0,0
146151,85,0,0,0
146152,85,0,0,0
146153,342,42,47,45
146154,342,42,47,45
146155,342,42,47,45
146156,342,42,47,45
146157,342,42,47,45
146158,342,42,47,45
146159,342,42,47,45
14616,168,30,27,35
146160,342,42,47,45
146161,342,42,47,45
146162,342,42,47,45
146163,188,3,0,1
146164,188,3,0,1
146165,254,43,38,34
146166,254,43,38,34
146167,254,43,38,34
146168,254,43,38,34
146169,254,43,38,34
14617,168,30,27,35
146170,254,43,38,34
146171,254,43,38,34
146172,254,43,38,34
146173,254,43,38,34
146174,254,43,38,34
146175,254,43,38,34
146176,254,43,38,34
146177,478,75,73,65
146178,478,75,73,65
146179,478,75,73,65
14618,168,30,27,35
146180,478,75,73,65
146181,478,75,73,65
146182,478,75,73,65
146183,478,75,73,65
146184,478,75,73,65
146185,478,75,73,65
146186,66,7,3,6
146187,66,7,3,6
146188,66,7,3,6
146189,66,7,3,6
14619,168,30,27,35
146190,66,7,3,6
146191,93,4,1,9
146192,93,4,1,9
146193,93,4,1,9
146194,93,4,1,9
146195,93,4,1,9
146196,93,4,1,9
146197,93,4,1,9
146198,99,3,5,5
146199,99,3,5,5
1462,124,137,110,115
14620,168,30,27,35
146200,99,3,5,5
146201,99,3,5,5
146202,99,3,5,5
146203,99,3,5,5
146204,3069,304,319,310
146205,3069,304,319,310
146206,3069,304,319,310
146207,3069,304,319,310
146208,3069,304,319,310
146209,3069,304,319,310
14621,168,30,27,35
146210,3069,304,319,310
146211,3069,304,319,310
146212,3069,304,319,310
146213,99,8,7,2
146214,99,8,7,2
146215,99,8,7,2
146216,99,8,7,2
146217,99,8,7,2
146218,99,8,7,2
146219,99,8,7,2
14622,168,30,27,35
146220,99,8,7,2
146221,99,8,7,2
146222,99,11,10,13
146223,99,11,10,13
146224,99,11,10,13
146225,99,11,10,13
146226,99,11,10,13
146227,99,11,10,13
146228,99,11,10,13
146229,99,11,10,13
14623,168,30,27,35
146230,99,11,10,13
146231,99,20,12,12
146232,99,20,12,12
146233,99,20,12,12
146234,99,20,12,12
146235,99,20,12,12
146236,99,20,12,12
146237,99,20,12,12
146238,99,20,12,12
146239,99,20,12,12
14624,168,30,27,35
146240,105,4,7,2
146241,105,4,7,2
146242,105,4,7,2
146243,102,3,5,1
146244,102,3,5,1
146245,306,24,27,21
146246,306,24,27,21
146247,306,24,27,21
146248,306,24,27,21
146249,306,24,27,21
14625,9,2,1,1
146250,306,24,27,21
146251,306,24,27,21
146252,306,24,27,21
146253,306,24,27,21
146254,306,24,27,21
146255,306,24,27,21
146256,306,24,27,21
146257,181,13,23,13
146258,181,13,23,13
146259,181,13,23,13
14626,9,2,1,1
146260,181,13,23,13
146261,181,13,23,13
146262,181,13,23,13
146263,181,13,23,13
146264,181,13,23,13
146265,181,13,23,13
146266,181,13,23,13
146267,181,13,23,13
146268,181,13,23,13
146269,124,0,2,0
14627,9,2,1,1
146270,124,0,2,0
146271,124,0,2,0
146272,124,0,2,0
146273,124,0,2,0
146274,124,0,2,0
146275,124,0,2,0
146276,124,0,2,0
146277,124,0,2,0
146278,425,65,69,60
146279,425,65,69,60
14628,9,2,1,1
146280,425,65,69,60
146281,2264,213,193,203
146282,77,0,0,0
146283,23,0,0,0
146284,23,0,0,0
146285,1882,213,193,203
146286,1132,198,180,177
146287,1132,198,180,177
146288,1132,198,180,177
146289,1132,198,180,177
14629,73,15,11,13
146290,1132,198,180,177
146291,566,124,133,118
146292,134,23,19,22
146293,134,23,19,22
146294,134,23,19,22
146295,134,23,19,22
146296,134,23,19,22
146297,134,23,19,22
146298,134,23,19,22
146299,134,23,19,22
1463,231,272,251,243
14630,73,15,11,13
146300,773,106,83,100
146301,773,106,83,100
146302,773,106,83,100
146303,773,106,83,100
146304,773,106,83,100
146305,773,106,83,100
146306,773,106,83,100
146307,773,106,83,100
146308,129,19,23,14
146309,129,19,23,14
14631,73,15,11,13
146310,129,19,23,14
146311,129,19,23,14
146312,129,19,23,14
146313,129,19,23,14
146314,129,19,23,14
146315,129,19,23,14
146316,131,19,26,18
146317,131,19,26,18
146318,131,19,26,18
146319,131,19,26,18
14632,73,15,11,13
146320,131,19,26,18
146321,131,19,26,18
146322,131,19,26,18
146323,131,19,26,18
146324,81,10,10,16
146325,81,10,10,16
146326,81,10,10,16
146327,81,10,10,16
146328,81,10,10,16
146329,81,10,10,16
14633,73,15,11,13
146330,81,10,10,16
146331,81,10,10,16
146332,117,20,20,20
146333,117,20,20,20
146334,117,20,20,20
146335,117,20,20,20
146336,117,20,20,20
146337,117,20,20,20
146338,117,20,20,20
146339,117,20,20,20
14634,73,15,11,13
146340,206,28,18,27
146341,206,28,18,27
146342,206,28,18,27
146343,206,28,18,27
146344,206,28,18,27
146345,206,28,18,27
146346,206,28,18,27
146347,206,28,18,27
146348,599,29,26,32
146349,241,12,16,11
14635,73,15,11,13
146350,244,12,16,11
146351,2289,29,39,39
146352,332,14,10,14
146353,332,14,10,14
146354,147,5,8,1
146355,147,5,8,1
146356,147,5,8,1
146357,147,5,8,1
146358,196,6,5,6
146359,196,6,5,6
14636,73,15,11,13
146360,196,6,5,6
146361,196,6,5,6
146362,96,1,3,1
146363,96,1,3,1
146364,96,1,3,1
146365,96,1,3,1
146366,684,7,9,9
146367,270,5,2,2
146368,270,5,2,2
146369,270,5,2,2
14637,73,15,11,13
146370,241,5,6,4
146371,574,7,8,4
146372,262,2,1,0
146373,535,41,35,55
146374,397,37,26,36
146375,175,24,8,16
146376,228,22,16,19
146377,145,14,16,15
146378,163,27,34,27
146379,727,98,85,95
14638,73,15,11,13
146380,210,21,20,14
146381,1320,84,63,82
146382,466,0,2,3
146383,466,0,2,3
146384,27,0,0,0
146385,147,1,0,1
146386,147,1,0,1
146387,1123,0,1,0
146388,1123,0,1,0
146389,235,0,0,0
14639,47,20,14,15
146390,235,0,0,0
146391,530,2,1,0
146392,530,2,1,0
146393,962,1276,1240,1261
146394,962,1276,1240,1261
146395,394,443,431,457
146396,394,443,431,457
146397,174,160,150,145
146398,174,160,150,145
146399,304,174,193,168
1464,231,272,251,243
14640,47,20,14,15
146400,451,180,199,169
146401,665,5,0,4
146402,955,1,1,1
146403,297,8,5,4
146404,289,8,5,4
146405,930,64,70,68
146406,930,64,70,68
146407,266,25,13,19
146408,266,25,13,19
146409,524,45,35,28
14641,47,20,14,15
146410,524,45,35,28
146411,1628,85,77,65
146412,1628,85,77,65
146413,209,7,9,9
146414,209,7,9,9
146415,309,10,12,16
146416,309,10,12,16
146417,86,8,5,2
146418,86,8,5,2
146419,98,8,7,5
14642,47,20,14,15
146420,98,8,7,5
146421,431,4,3,10
146422,186,4,3,10
146423,649,1038,917,965
146424,436,1038,917,965
146425,427,1036,913,962
146426,128,565,471,484
146427,128,565,471,484
146428,128,565,471,484
146429,56,480,389,370
14643,47,20,14,15
146430,69,480,389,370
146431,122,480,389,370
146432,328,1,1,1
146433,1062,28,36,31
146434,168,4,7,10
146435,2063,194,165,149
146436,2063,194,165,149
146437,1005,53,47,36
146438,1141,53,47,36
146439,85,11,4,10
14644,47,20,14,15
146440,703,26,22,18
146441,619,25,21,18
146442,135,1,3,3
146443,219,1,6,5
146444,526,117,99,85
146445,604,10,6,3
146446,1329,0,0,0
146447,525,0,0,0
146448,523,0,0,0
146449,767,0,0,0
14645,47,20,14,15
146450,792,0,0,0
146451,359,0,0,0
146452,289,0,0,0
146453,295,0,0,0
146454,42,0,0,0
146455,42,0,0,0
146456,69,0,0,0
146457,317,1,0,1
146458,44,0,0,0
146459,296,2,1,3
14646,47,20,14,15
146460,296,2,1,3
146461,1115,17,14,14
146462,1115,17,14,14
146463,136,1,2,1
146464,277,1,2,1
146465,198,12,4,7
146466,217,0,0,0
146467,2320,179,164,152
146468,2159,174,159,147
146469,322,12,16,23
14647,47,20,14,15
146470,582,13,16,24
146471,2745,135,112,138
146472,2478,131,109,136
146473,296,17,10,15
146474,296,17,10,15
146475,656,44,55,42
146476,618,29,33,23
146477,260,12,8,13
146478,184,4,8,6
146479,2170,21,28,23
14648,47,20,14,15
146480,1081,13,10,17
146481,645,16,9,17
146482,645,16,9,17
146483,576,14,8,17
146484,1304,20,34,25
146485,1304,20,34,25
146486,1304,20,34,25
146487,434,7,5,9
146488,434,7,5,9
146489,445,7,5,9
14649,207,34,39,48
146490,282,9,10,3
146491,282,9,10,3
146492,282,9,10,3
146493,339,3,4,3
146494,339,3,4,3
146495,339,3,4,3
146496,418,2,1,2
146497,418,2,1,2
146498,418,2,1,2
146499,1038,32,42,44
1465,231,272,251,243
14650,236,34,40,48
146500,1038,32,42,44
146501,1038,32,42,44
146502,1038,32,42,44
146503,211,2,6,8
146504,211,2,6,8
146505,211,2,6,8
146506,297,2,6,8
146507,62,0,0,0
146508,448,2,0,0
146509,368,23,18,12
14651,236,34,40,48
146510,368,23,18,12
146511,72,0,0,0
146512,935,172,173,174
146513,935,172,173,174
146514,126,40,30,38
146515,126,40,30,38
146516,109,44,48,55
146517,106,42,46,53
146518,1415,0,1,1
146519,1200,0,1,1
14652,2677,609,575,588
146520,72,17,20,20
146521,72,17,20,20
146522,53,29,37,42
146523,53,29,37,42
146524,1110,38,34,25
146525,928,38,34,25
146526,1340,24,22,31
146527,1340,24,22,31
146528,566,15,12,6
146529,1747,38,44,40
14653,2677,609,575,588
146530,209,6,3,6
146531,628,51,54,38
146532,3507,389,328,332
146533,3507,389,328,332
146534,2953,321,251,272
146535,2953,321,251,272
146536,1462,124,100,128
146537,2014,182,151,153
146538,2014,182,151,153
146539,510,63,63,39
14654,2677,609,575,588
146540,72,0,0,0
146541,230,3,0,0
146542,230,3,0,0
146543,115,0,3,1
146544,402,0,1,1
146545,680,3,2,5
146546,366,0,0,0
146547,672,0,0,1
146548,261,0,0,0
146549,708,0,3,1
14655,2677,609,575,588
146550,197,0,0,0
146551,697,0,0,0
146552,156,0,0,0
146553,72,0,0,0
146554,371,1,0,0
146555,1133,160,158,145
146556,599,78,91,79
146557,599,78,91,79
146558,572,78,89,79
146559,572,78,89,79
14656,2677,609,575,588
146560,572,78,89,79
146561,660,90,77,96
146562,660,90,77,96
146563,660,90,77,96
146564,660,90,77,96
146565,660,90,77,96
146566,237,47,26,40
146567,237,47,26,40
146568,237,47,26,40
146569,237,47,26,40
14657,2677,609,575,588
146570,237,47,26,40
146571,138,19,22,19
146572,138,19,22,19
146573,138,19,22,19
146574,138,19,22,19
146575,138,19,22,19
146576,497,65,58,60
146577,497,65,58,60
146578,497,65,58,60
146579,497,65,58,60
14658,2695,610,575,589
146580,497,65,58,60
146581,439,68,66,59
146582,439,68,66,59
146583,439,68,66,59
146584,439,68,66,59
146585,439,68,66,59
146586,196,3,2,3
146587,248,2,0,0
146588,1057,69,55,47
146589,180,12,11,13
14659,2695,610,575,589
146590,180,12,11,13
146591,557,32,33,29
146592,1126,41,48,43
146593,711,141,112,109
146594,711,141,112,109
146595,711,141,112,109
146596,711,141,112,109
146597,711,141,112,109
146598,911,139,126,119
146599,911,139,126,119
1466,231,272,251,243
14660,656,132,110,124
146600,911,139,126,119
146601,911,139,126,119
146602,911,139,126,119
146603,380,77,73,79
146604,380,77,73,79
146605,380,77,73,79
146606,380,77,73,79
146607,380,77,73,79
146608,159,25,24,29
146609,159,25,24,29
14661,147,25,22,28
146610,159,25,24,29
146611,159,25,24,29
146612,159,25,24,29
146613,215,45,45,49
146614,215,45,45,49
146615,215,45,45,49
146616,215,45,45,49
146617,215,45,45,49
146618,346,66,59,56
146619,346,66,59,56
14662,263,42,29,32
146620,346,66,59,56
146621,346,66,59,56
146622,346,66,59,56
146623,115,12,9,8
146624,115,12,9,8
146625,115,12,9,8
146626,115,12,9,8
146627,115,12,9,8
146628,107,21,13,21
146629,107,21,13,21
14663,289,36,20,31
146630,107,21,13,21
146631,107,21,13,21
146632,107,21,13,21
146633,460,7,6,7
146634,734,89,84,93
146635,734,89,84,93
146636,1331,131,121,132
146637,76,11,4,3
146638,276,21,17,29
146639,276,21,17,29
14664,346,81,61,70
146640,408,0,0,0
146641,1324,0,0,0
146642,1236,0,0,0
146643,910,0,0,0
146644,910,0,0,0
146645,471,0,0,0
146646,471,0,0,0
146647,371,0,0,0
146648,371,0,0,0
146649,122,0,0,0
14665,363,70,42,55
146650,122,0,0,0
146651,1195,0,1,0
146652,832,0,0,0
146653,471,0,0,0
146654,371,1,0,0
146655,84,0,1,0
146656,1240,0,1,0
146657,1229,0,1,0
146658,844,0,0,0
146659,844,0,0,0
14666,317,58,47,49
146660,471,0,0,0
146661,471,0,0,0
146662,371,0,0,0
146663,371,0,0,0
146664,148,0,0,0
146665,148,0,0,0
146666,1252,0,0,0
146667,916,0,0,0
146668,471,0,0,0
146669,371,0,0,0
14667,149,45,38,22
146670,150,0,0,0
146671,702,0,0,0
146672,656,0,0,0
146673,4902,0,0,1
146674,1895,0,0,0
146675,1462,0,0,0
146676,624,0,0,0
146677,236,0,0,1
146678,537,4,3,5
146679,473,84,88,76
14668,750,209,201,233
146680,413,83,88,76
146681,413,83,88,76
146682,401,107,116,97
146683,401,107,116,97
146684,401,107,116,97
146685,766,127,125,95
146686,766,127,125,95
146687,1108,131,127,96
146688,508,14,14,14
146689,343,13,13,13
14669,111,16,22,19
146690,147,4,14,3
146691,147,4,14,3
146692,245,13,16,15
146693,245,13,16,15
146694,129,11,11,7
146695,129,11,11,7
146696,713,112,98,98
146697,713,112,98,98
146698,713,112,98,98
146699,890,114,116,106
1467,47,83,83,80
14670,111,16,22,19
146700,890,114,116,106
146701,890,114,116,106
146702,177,28,19,25
146703,177,28,19,25
146704,177,28,19,25
146705,151,1,3,4
146706,447,29,33,24
146707,239,25,27,20
146708,2106,177,159,178
146709,2106,177,159,178
14671,189,31,45,30
146710,2106,177,159,178
146711,126,0,1,1
146712,596,22,26,31
146713,174,1,0,2
146714,2651,0,0,0
146715,2070,0,0,0
146716,392,0,0,0
146717,677,5,3,2
146718,677,5,3,2
146719,165,0,0,0
14672,189,31,45,30
146720,165,0,0,0
146721,217,1,0,0
146722,217,1,0,0
146723,304,2,4,1
146724,503,5,5,2
146725,109,2,1,1
146726,183,0,0,0
146727,183,0,0,0
146728,143,1,0,1
146729,143,1,0,1
14673,3641,552,583,507
146730,312,0,1,0
146731,312,0,1,0
146732,67,0,0,0
146733,519,1,0,0
146734,524,20,14,20
146735,396,20,14,20
146736,184,17,16,6
146737,184,17,16,6
146738,120,8,5,9
146739,120,8,5,9
14674,3641,552,583,507
146740,226,14,17,21
146741,226,14,17,21
146742,255,12,18,14
146743,255,12,18,14
146744,143,16,9,9
146745,143,16,9,9
146746,137,9,2,3
146747,72,8,0,2
146748,595,38,44,37
146749,595,38,44,37
14675,88,16,24,15
146750,595,38,44,37
146751,184,18,21,12
146752,184,18,21,12
146753,184,18,21,12
146754,352,30,15,23
146755,352,30,15,23
146756,352,30,15,23
146757,247,10,12,10
146758,294,10,12,11
146759,352,10,12,12
14676,88,16,24,15
146760,188,1,2,1
146761,1721,10,9,12
146762,870,8,7,7
146763,268,28,16,30
146764,202,28,16,29
146765,145,28,14,25
146766,145,28,14,25
146767,333,90,83,71
146768,333,90,83,71
146769,333,90,83,71
14677,85,16,15,14
146770,333,90,83,71
146771,482,87,106,106
146772,482,87,106,106
146773,482,87,106,106
146774,482,87,106,106
146775,126,22,19,28
146776,126,22,19,28
146777,126,22,19,28
146778,126,22,19,28
146779,195,33,31,24
14678,85,16,15,14
146780,195,33,31,24
146781,195,33,31,24
146782,195,33,31,24
146783,170,14,21,8
146784,170,14,21,8
146785,170,14,21,8
146786,170,14,21,8
146787,1184,1,1,0
146788,1074,0,0,1
146789,983,0,0,1
14679,366,3,1,0
146790,700,0,0,0
146791,213,0,0,0
146792,213,0,0,0
146793,1450,118,111,109
146794,1510,119,111,109
146795,1510,119,111,109
146796,132,6,5,10
146797,132,6,5,10
146798,132,6,5,10
146799,143,38,18,26
1468,145,164,167,135
14680,3646,903,876,867
146800,143,38,18,26
146801,143,38,18,26
146802,151,22,21,15
146803,151,22,21,15
146804,151,22,21,15
146805,129,10,14,7
146806,129,10,14,7
146807,129,10,14,7
146808,159,21,13,11
146809,159,21,13,11
14681,3646,903,876,867
146810,159,21,13,11
146811,217,23,8,18
146812,217,23,8,18
146813,217,23,8,18
146814,107,8,12,11
146815,107,8,12,11
146816,107,8,12,11
146817,681,40,43,45
146818,681,40,43,45
146819,681,40,43,45
14682,992,0,0,0
146820,333,18,16,17
146821,215,18,14,16
146822,215,18,14,16
146823,353,0,0,0
146824,422,54,53,58
146825,452,54,54,59
146826,222,39,45,54
146827,222,39,45,54
146828,292,42,35,45
146829,292,42,35,45
14683,1082,0,0,0
146830,74,0,0,0
146831,639,5,5,1
146832,599,5,3,1
146833,290,0,0,1
146834,290,0,0,1
146835,322,1,0,1
146836,405,2,2,1
146837,405,2,2,1
146838,397,0,2,2
146839,409,0,2,2
14684,744,0,0,0
146840,484,3,5,2
146841,484,3,5,2
146842,779,0,0,0
146843,424,1,3,2
146844,500,2,2,2
146845,344,4,5,4
146846,160,1,0,0
146847,487,0,0,0
146848,3348,217,225,240
146849,677,39,31,29
14685,344,0,0,1
146850,105,4,5,1
146851,105,4,5,1
146852,306,8,6,1
146853,253,14,8,9
146854,253,14,8,9
146855,210,9,12,7
146856,210,9,12,7
146857,297,18,14,18
146858,297,18,14,18
146859,504,19,24,24
14686,439,0,1,0
146860,504,19,24,24
146861,180,17,8,11
146862,180,17,8,11
146863,133,12,14,7
146864,133,12,14,7
146865,150,5,19,3
146866,150,5,19,3
146867,766,2,0,1
146868,663,2,0,1
146869,156,0,0,0
14687,863,15,23,20
146870,156,0,0,0
146871,432,23,13,33
146872,432,23,13,33
146873,370,23,20,19
146874,370,23,20,19
146875,677,8,6,7
146876,575,8,6,7
146877,575,8,6,7
146878,178,1,4,2
146879,178,1,4,2
14688,863,15,23,20
146880,589,4,5,4
146881,407,8,8,3
146882,407,8,8,3
146883,356,3,4,0
146884,356,3,4,0
146885,156,1,1,0
146886,168,1,0,1
146887,156,0,0,0
146888,63,0,0,0
146889,1370,914,879,845
14689,142,0,1,0
146890,1370,914,879,845
146891,610,522,504,464
146892,476,313,281,258
146893,476,313,281,258
146894,476,313,281,258
146895,575,375,349,294
146896,575,375,349,294
146897,655,375,349,294
146898,1946,615,646,660
146899,1408,542,575,593
1469,145,164,167,135
14690,2308,79,62,68
146900,1408,542,575,593
146901,1408,542,575,593
146902,1408,542,575,593
146903,1408,542,575,593
146904,652,264,272,300
146905,201,50,55,41
146906,201,50,55,41
146907,201,50,55,41
146908,201,50,55,41
146909,201,50,55,41
14691,2833,85,74,79
146910,201,50,55,41
146911,201,50,55,41
146912,539,24,28,31
146913,1810,254,271,252
146914,1810,254,271,252
146915,1810,254,271,252
146916,1810,254,271,252
146917,1810,254,271,252
146918,1810,254,271,252
146919,141,50,62,48
14692,2833,85,74,79
146920,141,50,62,48
146921,141,50,62,48
146922,141,50,62,48
146923,141,50,62,48
146924,141,50,62,48
146925,137,42,37,37
146926,137,42,37,37
146927,137,42,37,37
146928,137,42,37,37
146929,137,42,37,37
14693,171,11,0,11
146930,137,42,37,37
146931,269,61,62,70
146932,269,61,62,70
146933,269,61,62,70
146934,269,61,62,70
146935,269,61,62,70
146936,269,61,62,70
146937,215,52,58,49
146938,215,52,58,49
146939,215,52,58,49
14694,99,2,1,0
146940,215,52,58,49
146941,215,52,58,49
146942,215,52,58,49
146943,765,199,209,191
146944,765,199,209,191
146945,765,199,209,191
146946,765,199,209,191
146947,765,199,209,191
146948,765,199,209,191
146949,554,3,5,3
14695,575,24,19,16
146950,554,3,5,3
146951,94,5,3,0
146952,30,1,1,1
146953,435,45,57,39
146954,435,45,57,39
146955,435,45,57,39
146956,318,24,24,27
146957,631,1,1,3
146958,844,378,322,316
146959,834,376,321,316
14696,114,0,0,1
146960,770,410,352,286
146961,770,410,352,286
146962,141,58,54,48
146963,141,58,54,48
146964,728,180,142,120
146965,879,180,143,121
146966,252,74,67,65
146967,252,74,67,65
146968,912,0,0,1
146969,477,0,0,1
14697,751,137,129,111
146970,355,0,0,0
146971,355,0,0,0
146972,1622,1,2,1
146973,128,0,0,0
146974,128,0,0,0
146975,1360,1,2,1
146976,551,2,0,0
146977,551,2,0,0
146978,347,0,0,0
146979,347,0,0,0
14698,751,137,129,111
146980,378,0,0,0
146981,81,0,0,0
146982,81,0,0,0
146983,247,1,0,0
146984,454,0,0,0
146985,214,0,0,0
146986,907,0,0,0
146987,834,0,0,0
146988,482,1,0,0
146989,436,0,0,0
14699,751,137,129,111
146990,49,0,0,0
146991,1046,2,1,0
146992,272,0,0,1
146993,2888,3419,3314,3470
146994,2888,3419,3314,3470
146995,1841,2618,2501,2627
146996,2043,1526,1511,1519
146997,2043,1526,1511,1519
146998,2241,1533,1518,1523
146999,596,279,249,239
147,506,36,44,37
1470,145,164,167,135
14700,311,63,61,54
147000,183,258,231,230
147001,183,258,231,230
147002,740,41,39,38
147003,215,28,32,32
147004,215,28,32,32
147005,338,70,59,49
147006,338,70,59,49
147007,338,70,59,49
147008,242,17,15,10
147009,175,11,14,16
14701,839,45,48,38
147010,175,11,14,16
147011,639,243,215,192
147012,1099,336,264,268
147013,234,49,55,37
147014,152,50,44,37
147015,6252,9093,8406,8821
147016,5148,7973,7394,7737
147017,1574,2769,2521,2640
147018,1574,2769,2521,2640
147019,1574,2769,2521,2640
14702,839,45,48,38
147020,137,91,83,73
147021,137,91,83,73
147022,137,91,83,73
147023,137,91,83,73
147024,137,91,83,73
147025,255,136,140,131
147026,255,136,140,131
147027,255,136,140,131
147028,255,136,140,131
147029,255,136,140,131
14703,839,45,48,38
147030,75,22,35,28
147031,75,22,35,28
147032,182,131,100,115
147033,182,131,100,115
147034,182,131,100,115
147035,194,134,108,125
