,width,SRR999253,SRR999254,SRR999255
FBgn0034142,2211,680,588,583
FBgn0034143,2286,106,93,94
FBgn0034144,1664,0,0,2
FBgn0034145,5493,1832,1822,1796
FBgn0034151,1298,0,0,0
FBgn0034152,705,0,0,0
FBgn0034153,590,0,0,0
FBgn0034154,751,28,25,26
FBgn0034156,2126,11,18,10
FBgn0034157,2801,16,14,16
FBgn0034158,3940,512,508,504
FBgn0034159,1429,0,0,1
FBgn0034160,938,0,5,2
FBgn0034162,713,383,397,294
FBgn0034165,794,275,221,253
FBgn0034166,1597,31,20,21
FBgn0034168,1524,3,3,3
FBgn0034172,1395,107,110,120
FBgn0034173,1253,0,0,0
FBgn0034175,1464,3,5,2
FBgn0034176,1547,183,130,138
FBgn0034177,1482,42,31,25
FBgn0034179,1770,327,270,280
FBgn0034180,4704,1210,1143,1104
FBgn0034181,2753,638,560,608
FBgn0034182,1866,106,85,111
FBgn0034183,1790,3,2,6
FBgn0034184,3435,843,816,788
FBgn0034186,3248,30,29,39
FBgn0034187,3474,30,39,40
FBgn0034191,1030,48,40,34
FBgn0034194,1759,171,155,181
FBgn0034195,1279,1,0,1
FBgn0034196,614,1,0,0
FBgn0034197,1637,0,1,2
FBgn0034198,1217,335,299,275
FBgn0034199,453,149,134,114
FBgn0034200,2279,784,632,667
FBgn0034201,2443,1,0,0
FBgn0034202,1783,0,0,0
FBgn0034204,1489,0,2,0
FBgn0034205,1904,0,2,0
FBgn0034206,509,1,3,1
FBgn0034210,1908,91,90,85
FBgn0034214,1782,41,34,37
FBgn0034215,1392,213,169,195
FBgn0034217,1188,10,15,16
FBgn0034218,1462,207,168,153
FBgn0034219,1930,8,4,5
FBgn0034221,1700,2,0,1
FBgn0034223,3102,61,52,58
FBgn0034224,1059,1,0,0
FBgn0034225,2253,30,21,24
FBgn0034229,1533,595,635,518
FBgn0034230,2992,452,421,395
FBgn0034231,867,44,38,36
FBgn0034232,692,28,30,22
FBgn0034237,2682,1039,904,918
FBgn0034240,8012,646,567,667
FBgn0034242,1337,179,162,145
FBgn0034243,2233,238,210,210
FBgn0034245,561,434,354,409
FBgn0034246,5684,449,432,405
FBgn0034247,1590,12,9,9
FBgn0034248,984,175,184,179
FBgn0034249,3791,16,13,10
FBgn0034251,2143,1,7,4
FBgn0034253,5377,894,765,729
FBgn0034255,371,6,1,4
FBgn0034258,3321,1099,1027,946
FBgn0034259,1154,154,131,107
FBgn0034261,3677,726,624,670
FBgn0034262,2582,158,142,140
FBgn0034263,1043,3,1,5
FBgn0034264,1402,47,33,38
FBgn0034265,1699,221,187,183
FBgn0034266,3222,107,90,99
FBgn0034267,3483,114,104,108
FBgn0034269,2740,239,203,195
FBgn0034270,1872,42,36,47
FBgn0034271,3503,288,240,265
FBgn0034272,1905,17,19,17
FBgn0034274,1202,0,0,0
FBgn0034275,1998,119,92,86
FBgn0034276,2750,145,93,125
FBgn0034277,2201,239,219,200
FBgn0034278,569,0,0,0
FBgn0034279,2073,10,9,8
FBgn0034281,711,3,2,5
FBgn0034282,2520,1435,1340,1321
FBgn0034283,600,1,2,0
FBgn0034284,501,1,1,0
FBgn0034286,3283,409,402,420
FBgn0034288,1182,0,0,0
FBgn0034289,1991,0,1,0
FBgn0034290,1357,129,145,104
FBgn0034291,910,0,0,1
FBgn0034292,854,0,0,0
FBgn0034293,1035,127,90,100
FBgn0034294,1802,1,3,0
FBgn0034295,1221,1,0,2
FBgn0034296,910,0,0,0
FBgn0034299,1007,5,11,12
FBgn0034300,5450,401,392,364
FBgn0034301,4100,3,2,2
FBgn0034304,3315,148,153,156
FBgn0034307,2054,31,28,30
FBgn0034308,3360,499,432,478
FBgn0034310,2146,50,34,32
FBgn0034312,2057,115,106,109
FBgn0034313,3491,313,244,207
FBgn0034314,1674,22,10,26
FBgn0034315,1601,224,209,205
FBgn0034317,867,0,0,0
FBgn0034318,677,0,1,0
FBgn0034321,2798,12,26,16
FBgn0034322,788,3,9,4
FBgn0034323,607,9,14,8
FBgn0034324,549,4,6,5
FBgn0034325,675,6,14,6
FBgn0034326,627,8,8,2
FBgn0034327,1033,11,17,16
FBgn0034328,468,275,162,172
FBgn0034329,361,2572,1629,1737
FBgn0034330,281,94,81,69
FBgn0034331,711,1394,963,1028
FBgn0034335,831,175,150,139
FBgn0034345,2420,777,611,749
FBgn0034346,3594,170,142,135
FBgn0034350,2533,125,103,102
FBgn0034351,1453,84,70,84
FBgn0034352,1726,2,1,1
FBgn0034354,943,28,20,23
FBgn0034356,3516,749,461,505
FBgn0034360,1166,13,8,15
FBgn0034361,691,45,41,50
FBgn0034362,783,57,48,51
FBgn0034363,2136,255,170,178
FBgn0034364,1348,263,175,179
FBgn0034365,1273,44,41,58
FBgn0034366,2395,91,95,99
FBgn0034368,2106,563,469,504
FBgn0034371,2023,316,258,260
FBgn0034372,2507,494,438,450
FBgn0034377,761,5,6,4
FBgn0034379,2054,57,57,71
FBgn0034380,2418,97,95,108
FBgn0034381,1867,218,197,199
FBgn0034382,989,7,4,6
FBgn0034383,1073,8,9,11
FBgn0034387,1782,216,217,199
FBgn0034389,4898,419,384,399
FBgn0034390,1310,321,270,242
FBgn0034391,5546,486,442,467
FBgn0034392,1896,168,137,151
FBgn0034394,2199,761,674,606
FBgn0034396,3221,186,172,196
FBgn0034397,1932,26,24,24
FBgn0034398,953,954,887,878
FBgn0034399,669,132,115,132
FBgn0034400,8544,1157,986,1067
FBgn0034401,3403,153,149,136
FBgn0034402,1120,42,30,28
FBgn0034403,1077,0,1,0
FBgn0034405,1926,512,476,458
FBgn0034406,1576,77,127,112
FBgn0034407,449,563,257,297
FBgn0034408,5165,531,541,530
FBgn0034411,1589,2,2,3
FBgn0034413,777,0,0,0
FBgn0034415,641,0,0,0
FBgn0034416,1536,0,0,0
FBgn0034417,3391,110,107,96
FBgn0034418,2859,586,589,582
FBgn0034419,1772,283,302,254
FBgn0034420,4805,1032,1035,1024
FBgn0034422,1270,21,19,17
FBgn0034423,2332,0,0,0
FBgn0034425,2289,65,59,60
FBgn0034426,669,0,0,0
FBgn0034427,1273,0,0,0
FBgn0034428,1013,0,0,0
FBgn0034429,744,0,0,0
FBgn0034430,1092,40,44,42
FBgn0034432,2274,1171,1028,989
FBgn0034433,2431,697,659,670
FBgn0034435,3245,26,36,24
FBgn0034436,3896,143,137,165
FBgn0034437,2768,0,1,0
FBgn0034438,3189,85,77,77
FBgn0034439,3330,44,32,33
FBgn0034440,2824,2,3,1
FBgn0034441,2738,0,0,0
FBgn0034442,1718,29,24,31
FBgn0034443,497,197,146,190
FBgn0034446,709,8,3,4
FBgn0034447,2585,30,23,28
FBgn0034451,1166,180,152,141
FBgn0034452,4322,33,13,26
FBgn0034454,1070,1,5,3
FBgn0034455,1527,66,79,78
FBgn0034456,1436,1,1,0
FBgn0034457,1704,0,0,0
FBgn0034458,1899,4,1,0
FBgn0034459,2829,46,35,27
FBgn0034460,384,12,3,7
FBgn0034461,752,0,0,0
FBgn0034462,987,0,0,0
FBgn0034463,1190,0,0,0
FBgn0034464,1250,0,0,0
FBgn0034467,2011,0,0,1
FBgn0034468,547,79,102,96
FBgn0034470,922,2411,2359,2262
FBgn0034471,532,2320,2026,2154
FBgn0034472,732,0,1,0
FBgn0034473,1260,0,0,0
FBgn0034474,495,531,509,488
FBgn0034475,593,30,39,28
FBgn0034476,6396,508,447,489
FBgn0034477,2010,0,0,0
FBgn0034478,554,0,0,0
FBgn0034479,3178,249,232,246
FBgn0034480,1325,2,9,4
FBgn0034481,537,1,1,1
FBgn0034483,1035,0,0,0
FBgn0034484,2041,52,39,50
FBgn0034485,2319,583,515,502
FBgn0034486,753,122,96,100
FBgn0034487,2572,14,15,11
FBgn0034488,1984,156,126,135
FBgn0034489,1625,0,0,0
FBgn0034490,1753,9,4,4
FBgn0034491,3851,391,337,348
FBgn0034493,5102,19,24,14
FBgn0034494,2790,451,377,396
FBgn0034495,1429,17,32,21
FBgn0034496,2708,67,83,44
FBgn0034497,1499,1430,1351,1375
FBgn0034498,5174,157,129,137
FBgn0034499,1259,3,1,1
FBgn0034500,1688,179,147,187
FBgn0034501,3865,2612,2200,2343
FBgn0034502,1717,0,0,2
FBgn0034503,963,58,46,54
FBgn0034504,2972,524,510,550
FBgn0034505,695,3,8,9
FBgn0034506,1951,0,1,1
FBgn0034507,960,1,0,0
FBgn0034509,557,595,557,456
FBgn0034510,418,1,0,0
FBgn0034511,515,616,393,368
FBgn0034512,1530,4980,3161,3442
FBgn0034513,1626,0,1,0
FBgn0034514,440,0,0,0
FBgn0034515,482,14,14,9
FBgn0034517,1488,125,125,139
FBgn0034518,1631,184,142,196
FBgn0034519,1631,184,142,196
FBgn0034520,2030,76,78,78
FBgn0034521,2822,226,203,231
FBgn0034523,682,8,10,12
FBgn0034527,2075,131,139,123
FBgn0034528,2460,67,62,62
FBgn0034529,4602,199,194,153
FBgn0034530,3135,23,24,26
FBgn0034532,1917,9,1,6
FBgn0034534,646,233,173,201
FBgn0034535,752,32,24,41
FBgn0034537,1584,120,131,108
FBgn0034538,1288,102,71,76
FBgn0034539,656,2,2,2
FBgn0034540,3660,74,68,81
FBgn0034541,782,16,16,24
FBgn0034542,2874,769,679,735
FBgn0034543,2414,186,165,146
FBgn0034545,834,0,0,0
FBgn0034546,1633,4,6,5
FBgn0034548,1604,0,0,1
FBgn0034551,814,0,0,0
FBgn0034552,1691,0,0,0
FBgn0034553,1802,0,1,0
FBgn0034554,1294,0,0,0
FBgn0034558,947,4,7,1
FBgn0034560,1098,0,0,0
FBgn0034563,766,1,0,0
FBgn0034564,474,12,10,10
FBgn0034565,1152,0,0,1
FBgn0034566,3072,5,5,1
FBgn0034567,2547,174,154,184
FBgn0034568,3486,0,0,0
FBgn0034569,1809,3,5,4
FBgn0034570,7429,1222,1200,1216
FBgn0034572,2998,131,123,157
FBgn0034573,1853,319,294,311
FBgn0034576,712,502,477,476
FBgn0034577,1918,363,306,300
FBgn0034578,711,10,15,12
FBgn0034579,682,43,45,49
FBgn0034580,1448,0,0,1
FBgn0034582,1161,0,0,0
FBgn0034583,1160,703,650,593
FBgn0034585,2319,203,216,225
FBgn0034588,2312,785,852,752
FBgn0034590,5198,137,121,155
FBgn0034592,732,1,1,1
FBgn0034595,617,12,10,8
FBgn0034598,4662,423,405,400
FBgn0034599,1081,31,32,31
FBgn0034601,821,7,5,6
FBgn0034602,1630,112,110,96
FBgn0034605,1899,248,256,234
FBgn0034606,5044,479,436,451
FBgn0034611,2814,249,219,209
FBgn0034612,4426,60,48,36
FBgn0034614,1131,15,5,13
FBgn0034617,1987,70,54,70
FBgn0034618,5491,2304,1859,1902
FBgn0034622,2947,10,8,13
FBgn0034623,883,0,2,1
FBgn0034624,1033,64,67,64
FBgn0034626,1100,59,54,59
FBgn0034627,1613,34,18,24
FBgn0034628,2552,172,158,154
FBgn0034629,2252,35,25,35
FBgn0034631,2753,103,70,81
FBgn0034634,2179,387,318,339
FBgn0034636,2758,200,216,221
FBgn0034638,2112,470,416,422
FBgn0034639,1143,84,60,76
FBgn0034641,5346,190,194,182
FBgn0034642,1809,16,20,14
FBgn0034643,3322,253,246,234
FBgn0034644,4426,1994,1929,2056
FBgn0034645,606,355,286,331
FBgn0034646,1189,63,37,57
FBgn0034647,1846,51,22,32
FBgn0034649,2320,570,565,488
FBgn0034650,1235,49,43,39
FBgn0034651,1146,0,0,1
FBgn0034654,853,253,203,201
FBgn0034655,1362,82,73,66
FBgn0034657,2915,34,30,35
FBgn0034658,569,0,0,0
FBgn0034659,1201,0,0,0
FBgn0034660,1729,87,80,91
FBgn0034661,1510,0,0,1
FBgn0034662,9183,0,0,0
FBgn0034663,687,0,0,0
FBgn0034664,788,28,24,30
FBgn0034665,1194,0,0,0
FBgn0034666,1115,0,2,0
FBgn0034667,1990,0,0,0
FBgn0034670,898,0,1,0
FBgn0034671,604,0,0,0
FBgn0034674,2785,227,159,172
FBgn0034681,823,2,4,1
FBgn0034683,1215,0,3,1
FBgn0034684,1692,25,17,18
FBgn0034687,1562,25,17,20
FBgn0034688,1776,258,259,219
FBgn0034689,1597,175,169,159
FBgn0034691,4764,1127,1124,986
FBgn0034692,1755,3,3,0
FBgn0034693,3773,1150,1023,1038
FBgn0034694,2412,192,123,154
FBgn0034697,2721,252,239,254
FBgn0034700,401,1,0,0
FBgn0034703,1663,23,24,15
FBgn0034704,2392,118,106,108
FBgn0034705,1223,10,9,14
FBgn0034706,1664,119,123,119
FBgn0034707,2755,26,35,15
FBgn0034708,3369,582,510,499
FBgn0034709,2171,1631,1428,1449
FBgn0034710,1713,0,0,0
FBgn0034712,2182,0,0,0
FBgn0034713,1280,0,1,0
FBgn0034715,2090,0,0,0
FBgn0034716,3138,339,294,336
FBgn0034717,3378,42,38,24
FBgn0034718,3391,394,375,328
FBgn0034720,5669,1212,1193,1145
FBgn0034721,569,6,5,3
FBgn0034722,3161,432,410,399
FBgn0034723,2977,740,720,668
FBgn0034724,1303,693,533,540
FBgn0034725,1652,803,796,737
FBgn0034726,740,57,51,39
FBgn0034727,1440,62,69,68
FBgn0034728,4072,97,92,86
FBgn0034729,1190,9,15,9
FBgn0034730,1710,0,0,0
FBgn0034731,3849,493,442,558
FBgn0034733,3995,333,304,265
FBgn0034734,8425,76,81,80
FBgn0034735,2099,101,89,96
FBgn0034736,1955,23,19,18
FBgn0034737,765,6,14,13
FBgn0034739,1077,3,3,1
FBgn0034740,2523,11,9,12
FBgn0034741,1783,13,21,14
FBgn0034742,4704,665,661,695
FBgn0034743,754,908,900,935
FBgn0034744,899,186,167,158
FBgn0034745,3781,9,17,12
FBgn0034748,1924,48,46,49
FBgn0034750,1262,118,112,112
FBgn0034753,1177,975,833,804
FBgn0034755,692,5,10,12
FBgn0034756,1759,17,17,14
FBgn0034758,2577,7,9,5
FBgn0034759,2577,7,9,5
FBgn0034761,655,478,373,382
FBgn0034763,2242,179,200,211
FBgn0034766,1011,0,0,1
FBgn0034768,689,0,0,0
FBgn0034769,691,0,0,0
FBgn0034770,729,0,0,0
FBgn0034774,678,8,4,6
FBgn0034776,1569,11,16,10
FBgn0034782,1647,0,0,1
FBgn0034783,1543,0,0,0
FBgn0034784,2096,1,0,0
FBgn0034785,1569,6,5,4
FBgn0034786,5665,327,296,259
FBgn0034788,1918,108,89,97
FBgn0034789,4505,1387,1312,1398
FBgn0034791,888,168,164,163
FBgn0034792,2943,320,272,265
FBgn0034793,1067,40,39,44
FBgn0034795,4682,99,96,95
FBgn0034796,1183,54,51,62
FBgn0034797,5866,1465,1424,1335
FBgn0034800,1773,5,7,10
FBgn0034802,2509,2236,1993,2150
FBgn0034803,986,73,44,45
FBgn0034804,1770,38,53,50
FBgn0034807,920,0,0,0
FBgn0034808,2043,589,525,508
FBgn0034814,1460,43,39,38
FBgn0034816,1755,5,3,5
FBgn0034817,2230,28,25,39
FBgn0034819,388,0,0,0
FBgn0034820,989,0,0,0
FBgn0034821,1384,11,21,20
FBgn0034822,422,0,0,0
FBgn0034824,2120,0,0,0
FBgn0034825,1209,0,0,1
FBgn0034826,1262,0,0,0
FBgn0034827,2499,0,0,0
FBgn0034828,505,12,9,9
FBgn0034829,2988,0,1,0
FBgn0034833,1103,4,8,3
FBgn0034834,1410,2,0,0
FBgn0034835,1302,0,0,2
FBgn0034837,1232,0,0,0
FBgn0034838,1219,0,0,0
FBgn0034839,528,0,0,0
FBgn0034840,1206,0,1,0
FBgn0034841,1532,0,0,0
FBgn0034842,1107,0,0,0
FBgn0034844,2848,0,0,0
FBgn0034846,1134,0,0,0
FBgn0034849,948,35,30,22
FBgn0034850,730,0,0,0
FBgn0034853,4537,56,57,50
FBgn0034854,5084,740,649,633
FBgn0034856,1341,272,221,232
FBgn0034858,2174,87,72,77
FBgn0034859,3990,56,60,51
FBgn0034860,1574,1321,1219,1193
FBgn0034861,1445,27,29,20
FBgn0034863,695,1,1,0
FBgn0034865,1499,1,1,2
FBgn0034866,1399,0,1,3
FBgn0034867,436,1,0,2
FBgn0034869,1052,0,0,0
FBgn0034870,870,4,3,10
FBgn0034871,849,0,0,0
FBgn0034876,1769,254,223,190
FBgn0034877,593,950,902,912
FBgn0034878,2987,123,105,106
FBgn0034879,1137,23,14,15
FBgn0034880,3207,2,0,0
FBgn0034882,938,0,0,0
FBgn0034883,1239,11,19,12
FBgn0034884,902,0,0,0
FBgn0034885,1804,960,898,865
FBgn0034887,1206,146,145,128
FBgn0034893,783,46,54,49
FBgn0034894,2160,403,329,390
FBgn0034897,4760,1782,1494,1574
FBgn0034898,1139,5,2,5
FBgn0034899,918,0,0,0
FBgn0034900,580,0,0,0
FBgn0034901,581,0,0,0
FBgn0034902,703,127,116,117
FBgn0034903,5550,606,507,518
FBgn0034904,614,1,1,0
FBgn0034906,531,0,0,0
FBgn0034907,1334,0,0,0
FBgn0034908,2163,69,66,56
FBgn0034909,2106,243,233,212
FBgn0034910,1035,4,0,3
FBgn0034911,6361,727,670,665
FBgn0034913,1212,277,262,243
FBgn0034914,1586,296,301,271
FBgn0034915,1056,68,57,46
FBgn0034918,983,22,36,22
FBgn0034919,774,79,62,57
FBgn0034920,920,360,320,303
FBgn0034921,1513,85,84,74
FBgn0034923,1809,57,49,60
FBgn0034924,1875,2,1,1
FBgn0034925,1239,64,56,50
FBgn0034928,1348,29,20,14
FBgn0034931,1325,20,19,21
FBgn0034933,2566,58,68,53
FBgn0034935,1490,100,91,104
FBgn0034936,1354,166,139,130
FBgn0034937,1450,3,3,3
FBgn0034938,1340,85,85,68
FBgn0034939,2035,81,82,82
FBgn0034940,1071,60,56,67
FBgn0034942,917,14,7,16
FBgn0034943,1454,189,111,140
FBgn0034945,1070,64,56,53
FBgn0034946,1929,122,94,97
FBgn0034948,1597,775,677,743
FBgn0034950,3184,193,202,191
FBgn0034951,2113,637,622,597
FBgn0034956,1748,5,2,5
FBgn0034957,2284,0,0,2
FBgn0034958,1767,620,549,594
FBgn0034959,1639,434,429,411
FBgn0034961,1239,53,57,55
FBgn0034962,2479,134,116,131
FBgn0034963,1082,63,48,49
FBgn0034964,6401,295,227,253
FBgn0034965,1770,29,34,26
FBgn0034966,2123,75,77,72
FBgn0034968,1154,1495,1308,1423
FBgn0034970,1525,149,157,154
FBgn0034971,2278,390,306,338
FBgn0034972,1963,19,19,23
FBgn0034973,500,2,2,1
FBgn0034974,3203,827,646,707
FBgn0034975,7406,536,462,495
FBgn0034976,6115,421,385,354
FBgn0034978,2911,840,847,846
FBgn0034982,2539,104,85,83
FBgn0034985,5579,433,411,348
FBgn0034986,713,59,68,46
FBgn0034988,1530,109,102,84
FBgn0034989,3956,528,471,504
FBgn0034990,4562,17,10,23
FBgn0034994,2151,1,1,1
FBgn0034996,1882,5,2,3
FBgn0034997,4038,582,507,466
FBgn0034998,1744,0,1,0
FBgn0034999,2482,86,91,87
FBgn0035000,855,24,24,29
FBgn0035001,8230,1964,1783,1828
FBgn0035003,1007,0,0,0
FBgn0035004,1390,0,0,0
FBgn0035005,1340,0,0,0
FBgn0035006,1766,0,1,0
FBgn0035007,1515,0,0,2
FBgn0035008,963,0,0,2
FBgn0035009,576,0,0,0
FBgn0035010,3725,141,156,132
FBgn0035011,525,0,0,0
FBgn0035012,582,0,0,0
FBgn0035014,837,0,1,0
FBgn0035016,3922,2356,2256,2268
FBgn0035019,1719,0,0,0
FBgn0035020,1043,460,360,366
FBgn0035021,2863,2721,1886,2479
FBgn0035022,602,3010,2075,2740
FBgn0035023,4686,781,661,651
FBgn0035024,3139,306,319,311
FBgn0035025,2351,52,51,42
FBgn0035026,3413,265,213,226
FBgn0035027,2202,101,82,87
FBgn0035028,2395,336,289,266
FBgn0035031,975,12,6,11
FBgn0035032,615,1314,1170,1259
FBgn0035033,2218,150,137,137
FBgn0035034,899,0,1,0
FBgn0035035,1099,41,29,20
FBgn0035036,2248,49,39,42
FBgn0035039,2021,41,38,25
FBgn0035040,1691,11,12,18
FBgn0035041,2896,172,153,185
FBgn0035042,994,0,0,0
FBgn0035043,1557,0,0,1
FBgn0035044,780,46,50,51
FBgn0035046,701,443,375,389
FBgn0035047,2008,95,85,107
FBgn0035049,4841,1258,1022,1146
FBgn0035050,2229,95,76,89
FBgn0035056,1647,6,5,3
FBgn0035057,1451,6,5,5
FBgn0035059,1542,112,103,105
FBgn0035060,5448,1179,1131,1152
FBgn0035063,863,27,26,27
FBgn0035064,1540,61,49,64
FBgn0035065,1772,107,92,115
FBgn0035068,519,0,0,0
FBgn0035069,1979,0,0,0
FBgn0035070,1207,0,0,0
FBgn0035073,3322,94,69,67
FBgn0035076,2116,178,173,141
FBgn0035077,1165,2,5,2
FBgn0035078,2769,13,18,8
FBgn0035082,720,68,60,66
FBgn0035083,1593,206,163,189
FBgn0035084,1563,9,12,15
FBgn0035085,1393,20,27,25
FBgn0035086,6450,441,427,363
FBgn0035087,3420,958,878,903
FBgn0035088,1006,161,136,148
FBgn0035089,878,80,76,82
FBgn0035090,1726,545,441,410
FBgn0035091,3203,1077,782,909
FBgn0035092,2701,485,502,519
FBgn0035094,5096,98,91,102
FBgn0035097,1326,2,1,2
FBgn0035099,2294,62,64,69
FBgn0035101,4099,294,327,306
FBgn0035102,1117,48,46,56
FBgn0035103,2151,479,461,462
FBgn0035104,2044,90,79,57
FBgn0035106,11796,971,982,932
FBgn0035107,1739,192,162,173
FBgn0035109,1337,49,42,33
FBgn0035110,929,111,103,123
FBgn0035111,3605,324,305,275
FBgn0035112,512,48,53,30
FBgn0035113,4046,89,92,77
FBgn0035120,853,61,55,40
FBgn0035121,3411,658,528,527
FBgn0035122,1092,105,83,96
FBgn0035124,1513,4,2,4
FBgn0035131,2133,26,31,27
FBgn0035132,4166,293,217,250
FBgn0035134,1243,38,24,29
FBgn0035137,4064,154,152,170
FBgn0035138,774,4,2,0
FBgn0035139,761,2,0,0
FBgn0035140,1184,48,38,51
FBgn0035141,718,26,18,26
FBgn0035142,11604,4930,4352,4985
FBgn0035143,1422,6,5,8
FBgn0035144,2825,160,140,125
FBgn0035145,5513,315,287,288
FBgn0035146,2198,226,198,212
FBgn0035147,1757,703,536,543
FBgn0035148,1035,61,55,54
FBgn0035149,1103,45,38,32
FBgn0035150,3244,81,67,65
FBgn0035151,2379,9,14,8
FBgn0035152,1780,73,68,62
FBgn0035153,2329,140,137,132
FBgn0035154,1480,7,4,2
FBgn0035155,1286,84,75,106
FBgn0035157,2193,49,46,54
FBgn0035158,1945,121,70,102
FBgn0035159,1031,24,22,27
FBgn0035160,1529,41,32,39
FBgn0035161,625,1,2,1
FBgn0035162,4329,354,312,311
FBgn0035164,985,13,21,26
FBgn0035165,1593,557,531,493
FBgn0035166,1330,59,42,53
FBgn0035167,1868,4,0,3
FBgn0035168,6441,3,4,5
FBgn0035169,1210,105,89,113
FBgn0035170,2717,283,259,287
FBgn0035171,3743,349,342,350
FBgn0035173,4723,2482,2006,2221
FBgn0035176,913,0,0,1
FBgn0035179,1456,92,104,117
FBgn0035181,1130,149,135,134
FBgn0035186,818,65,42,53
FBgn0035187,2183,75,69,64
FBgn0035189,1212,480,306,416
FBgn0035192,2974,21,28,19
FBgn0035193,1187,7,6,2
FBgn0035194,692,9,1,1
FBgn0035196,1083,0,0,0
FBgn0035197,3109,0,2,0
FBgn0035198,3250,0,2,0
FBgn0035199,2634,83,60,83
FBgn0035203,1439,171,153,147
FBgn0035204,2569,213,236,208
FBgn0035205,3848,732,647,647
FBgn0035206,1550,249,261,262
FBgn0035207,3835,1177,1146,1079
FBgn0035208,966,0,1,0
FBgn0035209,528,10,5,7
FBgn0035210,840,6,9,3
FBgn0035211,1941,111,115,96
FBgn0035213,2878,95,93,82
FBgn0035216,1983,0,0,0
FBgn0035217,1647,0,0,0
FBgn0035218,2273,0,0,0
FBgn0035227,4923,593,655,594
FBgn0035228,1907,748,722,694
FBgn0035229,5708,709,683,728
FBgn0035231,1697,259,229,218
FBgn0035232,2935,926,798,763
FBgn0035233,1487,118,97,86
FBgn0035234,1807,24,13,14
FBgn0035235,3804,131,128,145
FBgn0035236,3706,631,610,623
FBgn0035237,9032,3923,4059,3860
FBgn0035238,1435,111,87,91
FBgn0035239,5663,9,15,11
FBgn0035240,5663,9,15,11
FBgn0035241,5106,37,45,48
FBgn0035243,726,21,12,32
FBgn0035244,2743,335,294,312
FBgn0035245,2685,93,89,110
FBgn0035246,2587,1861,1817,1901
FBgn0035247,1240,51,47,51
FBgn0035248,517,17,14,16
FBgn0035249,1534,45,61,50
FBgn0035251,1257,314,238,274
FBgn0035252,1281,200,147,174
FBgn0035253,6510,3620,3463,3592
FBgn0035254,1348,48,50,56
FBgn0035255,922,21,16,14
FBgn0035256,2145,0,1,0
FBgn0035257,1724,3,3,3
FBgn0035258,1063,1,1,3
FBgn0035260,4532,109,106,108
FBgn0035262,2538,41,46,42
FBgn0035263,1258,2,2,0
FBgn0035264,4131,20,17,20
FBgn0035265,2200,0,0,0
FBgn0035266,2844,269,238,217
FBgn0035267,5093,191,183,201
FBgn0035268,2687,167,139,153
FBgn0035270,3165,327,297,297
FBgn0035271,402,34,21,34
FBgn0035272,909,50,49,52
FBgn0035273,1242,0,0,1
FBgn0035279,972,4,4,8
FBgn0035280,992,384,366,363
FBgn0035281,1134,1579,1341,1455
FBgn0035282,1900,6,8,4
FBgn0035283,1822,310,248,287
FBgn0035285,2839,1477,1222,1248
FBgn0035286,1513,2,2,5
FBgn0035287,2000,280,282,294
FBgn0035290,4674,341,298,261
FBgn0035293,3115,199,196,191
FBgn0035294,1682,78,81,89
FBgn0035295,2453,12,22,27
FBgn0035298,2355,285,283,272
FBgn0035299,1010,0,0,0
FBgn0035300,1578,0,0,0
FBgn0035308,4713,44,24,33
FBgn0035309,1389,10,8,11
FBgn0035311,1021,0,0,1
FBgn0035312,1183,0,0,0
FBgn0035313,1552,0,0,0
FBgn0035315,1042,0,0,0
FBgn0035316,1631,0,2,0
FBgn0035317,5265,14,22,21
FBgn0035318,1578,78,87,80
FBgn0035321,2093,841,801,847
FBgn0035323,636,51,35,50
FBgn0035325,1175,0,0,0
FBgn0035328,1431,2,2,2
FBgn0035331,3544,90,115,93
FBgn0035332,2130,0,0,0
FBgn0035333,4040,1181,1155,1228
FBgn0035334,616,220,185,179
FBgn0035335,699,113,79,97
FBgn0035336,2708,84,76,76
FBgn0035337,1018,30,38,40
FBgn0035343,885,1,1,2
FBgn0035344,1817,131,116,126
FBgn0035346,2357,180,176,169
FBgn0035348,1985,1342,1122,1094
FBgn0035355,641,34,41,32
FBgn0035356,769,128,112,125
FBgn0035357,5719,1147,1068,1158
FBgn0035358,934,0,1,1
FBgn0035359,1657,81,70,69
FBgn0035360,1865,2,3,2
FBgn0035370,1320,220,198,213
FBgn0035371,3020,762,738,743
FBgn0035372,1296,110,89,88
FBgn0035374,1144,120,73,92
FBgn0035375,2817,131,117,89
FBgn0035379,1996,156,105,142
FBgn0035380,1631,2,2,3
FBgn0035382,1718,27,22,27
FBgn0035383,2352,250,208,201
FBgn0035384,926,0,1,1
FBgn0035385,4218,91,81,109
FBgn0035388,2580,434,401,403
FBgn0035390,1586,301,252,269
FBgn0035392,2057,85,75,59
FBgn0035393,764,22,18,12
FBgn0035397,5969,1317,1344,1340
FBgn0035398,3953,837,677,672
FBgn0035400,5200,1156,1151,1229
FBgn0035401,1477,72,66,77
FBgn0035402,2797,149,139,171
FBgn0035405,2022,77,69,84
FBgn0035407,2002,37,30,30
FBgn0035409,932,45,30,47
FBgn0035410,5079,121,121,99
FBgn0035412,423,0,0,0
FBgn0035413,541,0,0,0
FBgn0035414,1870,23,18,20
FBgn0035415,587,34,22,20
FBgn0035420,7388,420,379,394
FBgn0035421,1684,111,108,126
FBgn0035422,1382,1435,1290,1363
