,width,SRR999253,SRR999254,SRR999255
CG11771,2853,285,226,258
CG11777,701,57,60,53
CG11779,2948,259,218,266
CG11786,768,2,0,0
CG11788,1429,17,32,21
CG11790,1146,188,159,163
CG11791,2533,691,583,585
CG11807,2106,221,182,185
CG11808,801,33,27,33
CG11811,1575,136,135,127
CG11815,1010,0,0,0
CG11816,2049,0,0,0
CG11825,1291,5,3,9
CG11828,1556,4,8,2
CG11835,3252,89,90,82
CG11836,1408,11,6,11
CG11837,1103,18,19,17
CG11839,836,20,23,19
CG11841,1076,254,209,180
CG11842,1118,152,116,100
CG11843,1223,10,4,4
CG11852,1045,291,196,257
CG11854,1039,2,0,1
CG11857,1801,554,494,500
CG11858,493,45,44,43
CG11865,849,0,0,0
CG11873,12599,1898,1739,1657
CG11878,1345,0,0,0
CG11882,1087,69,56,60
CG11883,3970,786,647,772
CG11885,556,34,32,23
CG11889,2944,280,249,266
CG11891,2944,280,249,266
CG11892,1607,30,26,18
CG11893,1415,168,150,165
CG11898,4472,209,212,207
CG11899,1176,524,375,415
CG11902,4601,195,167,175
CG11905,4644,2,2,3
CG11906,2289,65,59,60
CG11911,970,0,0,1
CG11912,898,0,1,2
CG11920,1012,35,35,32
CG11927,1734,92,82,72
CG11929,3034,0,0,0
CG11951,2726,164,189,144
CG11961,3896,143,137,165
CG11964,1885,96,92,86
CG11970,5607,238,214,213
CG11975,1733,171,142,174
CG11977,857,5,0,0
CG11980,1238,113,120,121
CG11983,1813,10,20,13
CG11986,1262,12,29,18
CG11997,1525,14,14,14
CG11999,904,100,75,78
CG12003,1807,24,13,14
CG12004,3706,631,610,623
CG12007,1853,135,106,134
CG12009,3565,1,1,0
CG12010,2255,27,20,23
CG12011,1724,3,3,3
CG12012,1236,208,162,153
CG12016,2346,387,371,367
CG12017,2667,14,6,19
CG12020,1242,0,0,1
CG12024,1822,310,248,287
CG12025,2839,1477,1222,1248
CG12035,1258,2,2,0
CG12038,1456,92,104,117
CG12054,6238,1145,1146,1154
CG12056,952,52,51,41
CG12057,892,0,0,0
CG12061,1471,1,1,1
CG12065,2853,596,555,560
CG12069,1750,0,0,0
CG12071,2640,447,454,426
CG12075,4917,404,355,364
CG12078,954,0,0,0
CG1208,2499,273,209,235
CG12081,1964,116,106,122
CG12084,3567,528,460,481
CG12091,1907,748,722,694
CG12093,1296,110,89,88
CG12096,3195,116,97,121
CG12099,2935,926,798,763
CG12104,1435,111,87,91
CG12105,5106,37,45,48
CG12106,1372,79,67,74
CG12107,782,111,84,102
CG12111,675,1,1,1
CG12112,1117,25,27,27
CG12115,869,0,0,1
CG12116,1570,293,232,236
CG12118,1277,121,109,105
CG12121,2954,386,340,351
CG12123,1044,42,43,35
CG12126,605,0,0,0
CG12128,3766,225,155,207
CG12129,1239,69,77,69
CG1213,2356,1103,1072,1026
CG12133,1094,0,0,0
CG12134,1526,16,17,21
CG12147,1889,1,0,1
CG12155,2688,145,122,133
CG12158,279,810,777,760
CG12159,1045,110,92,92
CG12163,2985,3057,2509,2700
CG12164,1554,9,10,3
CG12170,1424,72,64,69
CG12171,1014,89,101,92
CG12173,867,58,63,83
CG12177,1907,99,78,82
CG12179,4689,39,44,29
CG1218,1505,45,42,46
CG12182,3633,62,62,69
CG12184,3310,3,3,0
CG12194,2326,394,349,394
CG12204,1110,32,27,35
CG12206,2732,27,22,27
CG12209,1268,2,1,1
CG12213,2841,439,474,436
CG12219,2018,52,45,44
CG12224,1147,45,40,41
CG12229,1960,24,27,20
CG12231,711,0,0,0
CG12236,3692,282,276,251
CG12237,1679,252,219,205
CG12239,2343,1206,1148,1122
CG12241,2986,227,176,177
CG12253,1240,58,52,56
CG12256,935,14,20,15
CG12259,1246,88,55,59
CG12267,1652,23,34,33
CG12268,1923,107,105,95
CG1227,1415,47,37,48
CG12278,838,6,3,3
CG12279,601,40,36,40
CG12288,1562,12,14,23
CG12289,1395,0,0,0
CG12290,4453,426,414,402
CG12299,3310,205,165,167
CG12301,2515,46,37,61
CG12307,680,0,0,0
CG1231,1243,38,24,29
CG12310,544,0,1,0
CG12316,4382,208,204,195
CG12320,1666,223,188,211
CG12321,903,121,86,104
CG12325,3410,77,84,68
CG1233,4064,154,152,170
CG12338,1357,152,148,149
CG1234,2572,94,56,62
CG12341,1100,107,90,76
CG12343,973,101,102,131
CG12344,2905,221,207,185
CG12347,1007,1,4,5
CG12355,1466,222,171,180
CG1236,1190,80,69,72
CG12362,1957,2,0,0
CG12374,1464,0,0,0
CG12375,1165,130,120,117
CG12376,2059,0,0,1
CG12379,618,14,10,20
CG12384,612,173,140,183
CG1239,1058,21,10,11
CG12391,2378,160,166,164
CG12395,997,0,0,1
CG12398,1979,11,17,16
CG12402,3476,247,174,202
CG12420,855,3,4,3
CG12426,649,1,0,3
CG12438,925,0,0,0
CG12439,868,0,0,0
CG12446,2644,10,9,6
CG12448,1293,8,5,1
CG1246,1865,2,3,2
CG12464,506,0,0,0
CG12470,1055,3,6,4
CG12477,1325,0,0,0
CG12479,428,0,0,0
CG12480,1954,0,0,0
CG12481,589,0,0,0
CG12483,608,46,30,48
CG12490,1647,0,0,1
CG12491,580,0,0,0
CG12493,1173,7,0,7
CG12496,1537,0,0,1
CG12498,966,0,0,0
CG12499,6384,120,112,101
CG12502,3743,349,342,350
CG12506,471,1,0,0
CG12507,1096,4,8,3
CG12511,918,0,0,0
CG12512,2054,153,151,139
CG12516,975,0,0,0
CG12517,556,0,0,0
CG12519,600,0,0,0
CG12520,1427,5,8,9
CG12521,421,0,0,0
CG12522,498,0,1,0
CG12523,1161,0,2,0
CG12531,6764,1538,1493,1444
CG12535,6541,81,82,94
CG12538,585,0,0,0
CG12539,2085,14,12,13
CG12540,772,0,1,0
CG12541,2529,223,206,195
CG12546,489,0,0,0
CG12547,2877,532,471,483
CG12560,995,66,62,68
CG12567,2330,444,406,429
CG12576,2773,746,611,603
CG12581,5461,925,783,750
CG12589,1893,0,0,0
CG12590,1290,6,4,4
CG12592,2407,3,2,2
CG12594,3469,285,278,240
CG12605,7500,2136,2032,1992
CG12607,1001,23,21,11
CG12608,1616,70,87,67
CG12609,1883,2,0,0
CG12617,1022,1,0,0
CG12620,1546,0,0,0
CG12637,1034,2,3,4
CG12640,348,0,0,3
CG12643,1031,408,327,371
CG12645,1107,1,3,1
CG1265,828,127,118,116
CG12655,611,37,25,32
CG12659,896,20,13,18
CG12661,800,47,61,69
CG12662,682,11,22,19
CG12672,1710,28,31,28
CG12674,1219,2,0,1
CG12679,759,0,0,0
CG12680,948,1,0,0
CG12682,860,0,0,1
CG12684,887,0,0,0
CG12688,1489,0,0,2
CG12689,769,0,0,1
CG12691,573,0,0,1
CG12692,1946,0,0,0
CG12693,1643,4,5,5
CG12698,1906,2,3,1
CG12699,766,4,4,7
CG12702,3517,10,16,11
CG12708,1702,0,0,0
CG1271,2057,85,75,59
CG12713,1351,37,28,29
CG12715,2107,9,17,11
CG12716,1359,13,8,11
CG12717,2970,194,151,154
CG12723,2113,2,0,1
CG12725,1025,0,1,1
CG12728,2374,122,84,74
CG12729,827,0,0,0
CG1273,4187,12,6,7
CG12730,1892,207,214,206
CG12744,1298,9,13,11
CG12746,1669,204,192,171
CG1275,2093,841,801,847
CG12766,1075,6,7,5
CG12768,2633,84,86,77
CG12769,5960,603,606,618
CG12773,3887,264,202,224
CG12780,432,9,2,5
CG12782,1219,0,0,0
CG12783,1684,3,1,1
CG12784,437,0,0,0
CG12795,1072,218,166,199
CG12811,1002,126,108,109
CG12814,2507,676,638,654
CG12817,1060,66,51,41
CG12818,1001,40,35,41
CG12822,1522,180,123,167
CG12824,692,0,0,2
CG12825,585,9,10,9
CG12826,717,3,2,3
CG12828,448,2,0,1
CG12831,3601,1,0,0
CG12836,704,3,3,1
CG12848,478,43,53,51
CG12849,519,0,0,0
CG12851,6450,441,427,363
CG12853,329,1,0,0
CG12857,1584,1,0,4
CG12860,1177,0,1,0
CG12861,1111,2,1,1
CG12862,324,0,0,0
CG12863,1417,20,16,22
CG12866,2870,13,8,9
CG12868,688,92,84,85
CG12869,3339,4,3,6
CG12877,3250,108,114,83
CG1288,1725,0,1,0
CG12880,1894,41,33,44
CG12883,976,18,22,26
CG12885,3165,3,10,8
CG12895,667,87,72,80
CG12896,848,194,180,133
CG12898,471,1,0,0
CG12902,1047,3,1,0
CG12909,1031,19,6,17
CG12910,2662,123,119,87
CG12911,1639,4,6,12
CG12912,6466,1071,1111,1145
CG12913,2523,121,122,104
CG12914,1276,5,10,8
CG12917,1490,1,1,2
CG12920,1307,5,8,6
CG12923,1838,50,49,42
CG12926,1347,135,121,151
CG12929,551,30,24,23
CG12934,943,0,0,1
CG12935,1200,42,32,41
CG12942,2481,33,32,38
CG12945,3095,716,679,724
CG12947,1695,154,127,138
CG12948,1519,85,66,75
CG12951,857,2,0,0
CG12963,3669,0,0,0
CG12964,3942,7,6,9
CG12970,1137,1,2,1
CG12971,969,2,0,0
CG12974,2452,1,1,0
CG12975,627,67,66,48
CG12983,3696,0,1,1
CG12984,909,5,6,2
CG12985,1357,7,12,9
CG12986,531,0,1,0
CG1299,1956,310,287,260
CG12990,2330,12,12,9
CG12991,2872,956,931,907
CG12992,1875,70,66,75
CG12994,1165,76,70,78
CG12995,630,2,1,2
CG12998,1121,580,506,590
CG13000,508,0,0,1
CG13001,1786,68,69,49
CG13002,639,0,0,1
CG13003,6193,353,381,372
CG13004,2394,166,137,166
CG13005,2027,10,11,16
CG13008,2996,16,9,6
CG13010,681,1,0,0
CG13012,1358,48,46,46
CG13014,1058,19,10,14
CG13016,1475,40,28,38
CG13018,379,16,21,18
CG13021,632,2,3,0
CG13022,623,8,12,8
CG13023,2216,21,8,16
CG13024,2013,315,299,315
CG13025,3145,125,115,121
CG13026,1431,10,17,17
CG13028,743,0,0,2
CG13029,1096,18,11,12
CG13031,460,0,0,0
CG13032,2187,2,0,1
CG13033,828,0,0,0
CG13038,509,13,15,11
CG13039,706,0,0,0
CG1304,893,0,0,0
CG13040,1419,1,0,2
CG13041,513,17,5,10
CG13042,571,47,29,21
CG13043,646,433,309,344
CG13044,624,195,151,191
CG13045,1182,0,0,0
CG13046,781,8,5,7
CG13047,639,0,0,0
CG13048,945,1,0,1
CG13049,736,0,1,0
CG13050,694,0,1,0
CG13051,388,0,0,0
CG13053,620,1,0,0
CG13054,1340,13,10,6
CG13055,2796,25,27,21
CG13056,402,275,204,225
CG13058,606,3,0,0
CG13059,572,26,22,26
CG13060,539,3,1,4
CG13062,801,10,13,8
CG13063,544,13,9,6
CG13064,394,3,0,2
CG13065,677,221,193,205
CG13066,501,1,0,0
CG13067,564,409,314,379
CG13068,450,3,4,4
CG13069,420,1,2,1
CG1307,1159,99,79,81
CG13070,568,0,0,0
CG13071,434,82,44,68
CG13073,1500,1,1,1
CG13074,1533,19,19,16
CG13075,1149,1,2,0
CG13077,1146,309,240,256
CG13078,910,0,0,1
CG13081,817,1,1,1
CG13082,1316,282,234,256
CG13083,1145,1,1,2
CG13084,1544,1,0,0
CG13085,1433,21,22,21
CG13086,690,33,17,29
CG13088,1454,17,12,14
CG1309,1859,274,286,276
CG13096,2450,62,56,56
CG13097,2522,59,59,52
CG13101,1589,96,81,82
CG13102,1835,1,1,0
CG13108,1021,56,45,64
CG13110,527,0,0,0
CG13113,705,0,2,0
CG13114,1530,0,0,1
CG13116,1006,184,209,177
CG13117,1305,244,198,225
CG13123,1094,14,12,16
CG13124,3343,1609,1502,1613
CG13126,1989,43,42,46
CG13127,2623,0,0,0
CG13131,4130,0,0,0
CG13133,1182,3,3,4
CG13135,643,4,3,1
CG13137,1389,13,11,19
CG13138,1958,0,0,1
CG1314,1409,6,14,12
CG13144,1555,52,65,62
CG13148,1672,29,30,21
CG13151,1910,31,36,41
CG13154,918,9,6,4
CG13155,751,0,0,0
CG13157,1904,0,0,0
CG13159,393,0,0,0
CG1316,2222,442,399,437
CG13160,2736,0,0,0
CG13168,1546,6,21,16
CG1317,4040,1181,1155,1228
CG13170,415,0,0,1
CG13171,386,0,0,0
CG13175,2245,37,38,43
CG13177,1099,8,0,2
CG13185,16988,214,206,173
CG13186,782,0,0,1
CG13192,1343,74,55,66
CG13193,570,0,0,1
CG13196,2033,12,11,12
CG13197,3613,207,162,153
CG13198,543,2,2,1
CG13202,426,0,0,0
CG13203,2411,8,3,7
CG13204,2189,86,96,120
CG13215,621,0,2,1
CG13216,888,0,0,0
CG13217,484,0,0,0
CG13218,523,0,0,0
CG13220,816,226,176,198
CG13223,1769,0,0,0
CG13226,953,2,0,0
CG13227,504,0,0,0
CG13228,471,0,0,0
CG13229,2611,56,57,58
CG13230,318,0,0,0
CG13231,707,1,1,0
CG13239,704,0,0,0
CG1324,1443,0,0,0
CG13243,1467,0,1,0
CG13244,611,0,1,1
CG13245,1065,0,6,4
CG13247,1305,5,7,7
CG13248,2856,335,347,332
CG13250,579,0,1,0
CG13251,3413,11,4,7
CG13252,2532,200,162,186
CG13255,1352,89,90,87
CG13258,811,1,1,0
CG13272,3715,11,4,2
CG13280,1745,12,7,10
CG13282,1844,10,4,6
CG13284,2818,98,67,73
CG13285,1227,6,7,8
CG13287,1787,1,6,4
CG13288,1941,16,13,10
CG13293,4489,354,370,325
CG13295,1638,110,126,129
CG13297,595,1,0,0
CG13299,494,0,1,0
CG13300,4303,154,163,153
CG13305,1364,28,20,21
CG13306,531,3,5,3
CG13308,702,0,0,0
CG13309,800,0,0,0
CG13310,1380,0,0,0
CG13311,568,0,0,0
CG13312,1061,0,0,0
CG13313,1394,1,1,1
CG13314,883,27,11,23
CG13315,618,1456,1179,1224
CG13318,1271,45,40,37
CG13319,691,63,39,43
CG13321,2043,0,0,1
CG13323,2562,1,0,0
CG13324,511,0,0,0
CG13325,4040,36,24,40
CG13326,2778,1,1,0
CG13330,2129,756,817,780
CG13331,1412,8,3,9
CG13332,1072,6,4,8
CG13334,2224,0,0,0
CG13337,2643,19,19,15
CG13339,662,57,53,47
CG13344,2036,165,139,183
CG13358,1427,1,1,1
CG13359,1802,1,0,1
CG13360,1603,250,238,214
CG13361,1565,2,0,1
CG13362,1686,28,19,17
CG13364,387,164,153,157
CG13365,499,57,60,52
CG13366,5538,573,513,547
CG13367,1550,57,47,54
CG13369,1175,101,88,97
CG13373,1051,27,20,40
CG13375,4896,464,466,469
CG13376,1196,4,7,12
CG13377,1605,287,269,292
CG13380,3428,15,11,13
CG13384,2881,697,614,654
CG13385,1238,0,0,0
CG13386,984,1,0,6
CG1339,1415,0,0,0
CG13390,1230,32,43,41
CG13392,922,27,28,23
CG13397,2902,192,180,176
CG13398,3041,152,122,153
CG13403,645,3,1,1
CG13404,1367,276,233,257
CG13405,1326,2,1,2
CG13407,1335,0,0,0
CG13408,1189,36,22,38
CG13409,2087,283,225,240
CG13423,1626,0,1,0
CG13426,418,1,0,0
CG13427,440,0,0,0
CG13428,482,14,14,9
CG13430,1631,184,142,196
CG13436,1917,9,1,6
CG13437,782,16,16,24
CG13438,834,0,0,0
CG1344,3051,357,313,339
CG13442,1633,4,6,5
CG13443,1604,0,0,1
CG13445,431,1,0,0
CG13449,1781,3,3,4
CG13454,524,0,0,0
CG13455,1414,0,0,1
CG13457,3284,0,0,1
CG13458,2188,69,78,54
CG13460,677,0,0,0
CG13461,560,0,0,0
CG13465,602,0,0,0
CG13471,929,3,2,1
CG13473,584,0,2,2
CG13474,555,0,0,0
CG13476,694,1,0,0
CG13481,783,0,0,0
CG13482,540,3,3,2
CG13484,652,34,25,34
CG13488,898,0,1,0
CG13492,9183,0,0,0
CG13494,604,0,0,0
CG13500,1215,0,3,1
CG13501,1692,25,17,18
CG13502,1755,3,3,0
CG13506,2977,740,720,668
CG13510,2577,7,9,5
CG13511,2577,7,9,5
CG13516,1319,38,34,36
CG13526,678,8,4,6
CG13527,1569,11,16,10
CG13531,5665,327,296,259
CG13532,1918,108,89,97
CG13538,989,0,0,0
CG13539,1103,4,8,3
CG1354,1852,177,160,164
CG13540,528,0,0,0
CG13541,1532,0,0,0
CG13544,1262,0,0,0
CG13545,505,12,9,9
CG13551,637,322,321,362
CG13557,436,1,0,2
CG13558,1052,0,0,0
CG13559,870,4,3,10
CG13560,918,0,0,0
CG13561,531,0,0,0
CG13562,1348,29,20,14
CG13563,2123,75,77,72
CG13564,500,2,2,1
CG13566,917,14,7,16
CG13575,1882,5,2,3
CG13577,1744,0,1,0
CG13578,855,24,24,29
CG13579,3725,141,156,132
CG1358,4058,1219,1076,1097
CG13581,837,0,1,0
CG13585,1043,460,360,366
CG13587,975,12,6,11
CG13589,525,0,0,0
CG13590,582,0,0,0
CG13594,2896,172,153,185
CG13599,1029,3,3,0
CG1360,1757,12,10,18
CG13601,1091,76,69,58
CG13603,1046,307,270,328
CG13604,3259,183,134,142
CG13605,2174,148,149,131
CG13606,1441,376,329,347
CG13607,2212,229,170,196
CG13609,1516,35,29,32
CG13613,660,0,0,0
CG13614,1047,0,0,0
CG13615,1139,1,0,0
CG13616,752,1,2,0
CG13617,2622,1,0,0
CG13618,1021,6,14,12
CG13622,1201,4,4,6
CG13623,725,54,40,43
CG13625,2094,97,91,90
CG13627,2728,0,1,4
CG13630,1301,96,99,84
CG13631,1583,530,526,543
CG13634,1837,7,8,5
CG13639,467,71,55,42
CG13640,507,7,6,7
CG13641,542,26,18,27
CG13643,3284,132,94,106
CG13653,937,0,0,0
CG13654,3999,217,200,190
CG13658,1334,14,13,10
CG13659,1301,16,23,23
CG13663,802,50,47,46
CG13667,1901,30,21,32
CG13670,960,27,31,33
CG13671,2278,68,67,71
CG13674,687,0,3,2
CG13675,1494,36,27,37
CG13676,3575,525,494,516
CG13678,561,7,5,4
CG13679,489,0,2,1
CG1368,774,5,1,2
CG13685,3209,419,422,421
CG13689,1551,41,43,49
CG13690,1219,2,6,3
CG13692,665,0,0,1
CG13693,1660,84,74,93
CG13694,1124,4,4,3
CG13698,2418,268,233,270
CG13699,3755,8,16,8
CG13700,1944,0,1,1
CG13704,682,1,0,0
CG13705,1536,11,13,15
CG13707,2118,48,34,45
CG13708,4357,8,7,5
CG1371,3870,464,439,428
CG13711,826,0,0,2
CG13712,682,1,2,1
CG13713,458,0,0,2
CG13716,354,1,1,0
CG13720,1645,10,13,9
CG13721,765,9,11,9
CG13722,2603,2680,2115,2220
CG13723,571,0,0,0
CG13724,1653,0,0,0
CG13725,901,0,0,0
CG13727,909,6,2,3
CG13728,2504,0,1,0
CG13731,2980,19,26,20
CG13733,1132,1,1,0
CG13737,938,44,45,51
CG13738,355,0,1,0
CG13739,8117,1612,1623,1709
CG13742,2527,3,3,1
CG13743,3543,701,713,667
CG13744,1824,0,0,0
CG13747,979,0,0,0
CG13748,722,7,4,2
CG13749,897,6,7,8
CG13751,377,86,75,88
CG13760,1524,162,132,156
CG13766,2070,77,86,77
CG13771,1431,0,0,0
CG13773,1081,21,20,19
CG13775,2178,33,34,33
CG13784,5455,2067,1832,1883
CG13786,2185,0,0,1
CG13793,1927,16,13,16
CG13794,2027,26,29,23
CG13795,2499,283,212,222
CG13796,2765,280,231,268
CG13801,2130,0,0,0
CG13806,1175,0,0,0
CG13807,636,51,35,50
CG13810,1552,0,0,0
CG13813,1527,10,7,7
CG13827,1091,29,28,19
CG13829,810,1,0,1
CG13833,1076,98,120,74
CG13837,672,0,2,2
CG13838,429,0,0,1
CG13840,1696,2,3,1
CG13841,835,90,70,82
CG13842,2504,1,3,1
CG13843,1183,4,7,9
CG13847,3083,0,2,0
CG13850,1935,177,144,154
CG13855,2337,6,3,5
CG13856,943,190,164,148
CG13857,1435,26,16,26
CG13862,490,0,0,0
CG13868,3865,2612,2200,2343
CG13869,753,122,96,100
CG1387,3426,0,2,3
CG13870,1951,0,1,1
CG13871,1717,0,0,2
CG13872,2010,0,0,0
CG13875,2044,90,79,57
CG13876,1337,49,42,33
CG13877,512,48,53,30
CG13884,774,4,2,0
CG13887,1593,557,531,493
CG13891,761,2,0,0
CG13893,2198,226,198,212
CG13894,2193,49,46,54
CG13895,1945,121,70,102
CG13896,1031,24,22,27
CG13898,625,1,2,1
CG13901,985,13,21,26
CG13905,913,0,0,1
CG13907,4723,2482,2006,2221
CG13912,818,65,42,53
CG13917,9032,3923,4059,3860
CG13919,517,17,14,16
CG13920,1292,252,269,250
CG13921,5093,191,183,201
CG13924,1513,2,2,5
CG13926,726,21,12,32
CG13928,2587,1861,1817,1901
CG13930,2145,0,1,0
CG13931,1063,1,1,3
CG13933,3165,327,297,297
CG13937,2000,280,282,294
CG1394,868,0,0,0
CG13946,406,0,0,0
CG13947,483,0,0,0
CG13949,1183,0,1,2
CG13950,1185,5,3,4
CG13954,7700,1233,1222,1273
CG13955,1493,0,1,0
CG13962,769,0,1,0
CG13965,535,29,37,27
CG13970,765,0,1,2
CG13972,1347,1,0,0
CG13978,2842,0,0,0
CG13982,2643,89,63,57
CG13983,877,2,0,0
CG13984,657,1,2,5
CG13989,855,0,0,0
CG13991,5629,0,0,0
CG13992,2313,1,0,0
CG13994,631,55,39,48
CG13995,3379,441,397,359
CG13996,832,2,2,0
CG13998,331,0,0,0
CG13999,1041,48,40,47
CG14000,1363,3,0,0
CG14005,1396,29,27,39
CG14006,2397,5,1,4
CG14007,1090,0,0,0
CG14011,1482,0,0,0
CG14013,955,0,0,0
CG14014,1127,0,0,0
CG14015,2148,212,197,194
CG14017,1179,1,2,2
CG14020,1213,14,14,9
CG14022,652,72,68,72
CG14024,2616,227,244,240
CG14034,1139,19,25,23
CG14036,438,1,0,0
CG14042,3042,501,488,500
CG14043,1986,179,150,158
CG14044,1318,11,5,9
CG14050,1385,7,7,5
CG14052,893,2,0,2
CG14053,1853,1,1,0
CG14054,920,2,2,2
CG14062,1180,2,1,1
CG14069,598,0,0,1
CG1407,3013,252,218,218
CG14070,1229,0,0,0
CG14071,1232,0,0,0
CG14072,778,0,3,1
CG14073,7804,928,979,1005
CG14074,1149,41,34,29
CG14075,674,5,2,6
CG14077,3130,14,12,11
CG14079,1008,0,0,0
CG14082,3861,187,178,190
CG14085,2948,0,0,0
CG14086,1536,6,9,4
CG14088,871,0,0,0
CG14089,681,0,1,0
CG1409,622,0,0,0
CG14095,641,0,0,0
CG14096,458,0,0,0
CG14100,1393,51,51,39
CG14102,2055,33,27,25
CG14104,389,24,9,7
CG14105,666,50,42,29
CG14106,1101,1,0,0
CG14107,925,2,8,5
CG14109,948,242,217,235
CG14110,1085,0,0,0
CG14111,792,0,0,0
CG14113,513,0,0,0
CG14115,810,0,0,0
CG14118,1637,13,8,8
CG14120,4206,0,0,0
CG14125,860,0,0,0
CG14130,1067,28,26,29
CG14131,2532,25,19,17
CG14132,894,184,172,173
CG14135,1064,62,55,60
CG14137,561,0,0,2
CG14142,2651,11,6,12
CG14143,494,3,0,1
CG14147,761,0,0,0
CG14151,683,0,0,0
CG14153,1022,541,508,473
CG14154,1019,2,1,4
CG1416,1644,238,212,244
CG14160,2112,0,0,0
CG14174,1073,6,10,12
CG1418,1128,61,64,60
CG14182,1032,46,39,40
CG14183,2712,14,14,6
CG14184,759,143,138,121
CG14185,1397,0,1,2
CG14186,3522,1044,958,1065
CG14187,492,0,0,0
CG14190,2489,0,0,0
CG14191,787,10,4,8
CG14194,1940,227,207,208
CG14195,2696,2,0,6
CG14196,2455,75,81,103
CG14200,8141,924,866,845
CG14204,2768,0,0,0
CG14205,2338,0,1,1
CG14207,1524,1160,1130,1105
CG1421,747,0,0,0
CG14210,567,16,21,19
CG14212,897,6,2,6
CG14218,1571,28,26,18
CG14219,2308,3,1,0
CG14220,1817,108,76,76
CG14221,2068,25,15,25
CG14223,3444,66,57,79
CG14227,956,2,0,1
CG14229,1210,43,49,68
CG14230,2053,35,26,40
CG14231,1881,47,40,36
CG14232,2011,163,155,133
CG14234,3638,349,308,372
CG14237,366,0,1,1
CG14238,1910,2,1,5
CG14244,486,1,0,0
CG14245,615,2,1,0
CG14246,715,20,13,20
CG14247,984,1,0,1
CG14252,1301,34,34,29
CG14253,2708,83,104,81
CG14257,2628,23,19,19
CG14258,901,24,18,15
CG14259,1072,611,552,490
CG14260,919,6,2,2
CG14262,1004,0,0,0
CG14265,557,2,1,3
CG14269,865,1,1,0
CG14270,774,46,45,53
CG14273,1061,6,1,4
CG14274,1608,216,209,194
CG14275,976,174,125,139
CG14277,825,569,555,492
CG1428,2031,0,0,0
CG14280,2847,9,2,6
CG14282,987,1,0,0
CG14285,989,17,21,14
CG14286,762,11,8,15
CG14292,648,0,0,0
CG14294,602,0,0,0
CG14297,1032,2,0,0
CG14298,875,125,102,120
CG14300,357,0,0,0
CG14301,1846,126,111,130
CG14302,281,1,1,2
CG14304,3837,231,193,200
CG14305,1407,3,2,3
CG14309,3341,1,0,0
CG14312,494,24,21,17
CG14313,652,0,1,2
CG14314,1606,136,116,131
CG14315,771,0,0,0
CG14316,1468,0,0,0
CG14317,1536,0,0,1
CG14321,702,24,32,35
CG14322,5917,317,296,305
CG14323,914,1,0,0
CG14324,464,0,0,0
CG14325,1383,1,2,1
CG14326,524,2,1,0
CG14327,883,0,2,2
CG14329,1103,0,0,0
CG14330,887,0,0,0
CG14331,1143,5,5,6
CG14332,513,0,0,0
CG14339,3266,1,0,0
CG1434,2037,59,60,55
CG14340,1030,38,32,53
CG14341,646,76,62,48
CG14342,802,0,0,1
CG14346,953,0,0,0
CG14352,1030,31,37,35
CG14354,1041,1,0,1
CG14355,3292,0,2,0
CG14356,740,17,18,12
CG14357,960,0,0,0
CG14362,688,0,0,0
CG14367,1204,35,41,39
CG14369,1026,0,0,0
CG14370,729,0,0,0
CG14374,447,3,5,2
CG14377,749,18,22,34
CG14380,920,0,0,0
CG14383,1136,14,15,7
CG14384,1213,1,0,0
CG14391,614,0,1,0
CG14395,4562,2,3,3
CG14397,533,0,1,0
CG1440,2606,723,687,707
CG14400,905,99,79,77
CG14401,1399,140,125,112
CG14402,1688,0,0,0
CG14406,667,10,13,11
CG14407,668,135,123,120
CG14408,3702,732,689,684
CG1441,1866,193,173,185
CG14410,606,1,1,1
CG14411,3433,238,251,248
CG14414,911,48,37,47
CG14416,915,0,0,0
CG14417,1106,0,0,0
CG14418,1352,0,0,0
CG14419,729,0,4,1
CG14420,1570,0,1,0
CG14421,850,2,0,0
CG14422,1048,0,0,1
CG14423,1187,1,1,0
CG14424,1046,0,2,1
CG14427,1167,1,0,2
CG14431,7343,422,428,404
CG14434,1507,37,25,25
CG14435,3831,457,454,388
CG14439,2428,460,440,445
CG14440,2702,302,321,319
CG14441,7236,1056,956,958
CG14442,5042,484,511,484
CG14443,2211,19,17,16
CG14445,1686,21,10,11
CG14448,809,7,3,6
CG14450,1506,75,82,89
CG14451,862,0,1,0
CG14452,483,0,0,0
CG14453,566,0,0,0
CG14454,855,0,0,0
CG14455,663,0,0,0
CG14456,943,1,1,0
CG14457,1557,25,19,17
CG14459,5232,90,90,103
CG14464,1289,171,195,181
CG14478,4345,1054,1063,1031
CG14480,1337,179,162,145
CG14483,984,175,184,179
CG14488,569,0,0,0
CG14490,711,3,2,5
CG14491,501,1,1,0
CG14492,600,1,2,0
CG14495,1035,127,90,100
CG14499,867,0,0,0
CG14500,677,0,1,0
CG14502,2798,12,26,16
CG14505,1033,11,17,16
CG14506,3302,0,0,0
CG14507,1233,2,2,4
CG14511,1216,15,19,14
CG14512,604,33,28,19
CG14515,639,5,5,1
CG14516,3849,83,74,69
CG14518,625,4,1,3
CG14535,5826,189,192,188
CG14537,811,0,0,1
CG14540,2284,1,0,1
CG14543,657,25,24,30
CG14544,1069,1,1,4
CG14545,813,0,1,0
CG14546,1495,0,0,0
CG14551,1432,0,0,0
CG14556,1210,8,14,9
CG14561,1310,10,11,15
CG14562,5378,496,426,409
CG14563,499,0,0,1
